task_id,record_type,strategy,alpha,one_minus_alpha,alpha_start,alpha_end,schedule,graph_family,n,p,graph_seed,init_id,init_seed,device_seed,initial_parameters,final_parameters,final_cvar_loss,final_mean_ratio,tail_mean_ratio,peak_mean_ratio,best_ratio_so_far,final_optimal_mass,num_init_points,graph_count,mean_peak_ratio,sem_peak_ratio,mean_tail_ratio,sem_tail_ratio,mean_final_ratio,sem_final_ratio,mean_final_cvar_loss,sem_final_cvar_loss,mean_optimal_mass,method,parameter_name,fit_model,fit_formula,a0,a1,a2,a3,weighted_sse,peak_value,tail_value,experiment,shots,steps,number_of_initializations,alpha_grid,optimizer,paired_initial_parameters,paired_device_seeds,identical_optimizer_settings,initialization_base_seed,optimizer_tail_window,optimizer_learning_rate,optimizer_learning_rate_decay_power,optimizer_learning_rate_decay_offset,optimizer_momentum,optimizer_gradient_clip,optimizer_simulator,parameter_mapping,b0,b1,alpha_gamma_relation,peak_parameter,left_curvature,right_curvature,baseline_value
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.2|1,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740101.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.39269776062786044, 2.999303175801085, 2.1254306666437426, 2.2428255538544217]",0.376,0.8415800000000001,0.838668,0.8516199999999999,1.0,0.1248,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.2|2,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740102.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8588199252868802, 0.12356689964629025, 0.4206451131979647, 3.0533394974518746]",1.1679999999999993,0.66286,0.661476,0.66784,1.0,0.003,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.2|3,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740103.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5170307677116426, 6.056492778350574, 1.950071000121554, 0.9033527497011126]",0.2949999999999999,0.83116,0.815822,0.85884,1.0,0.141,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.2|4,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740104.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.915266212597921, 2.663859281045255, 2.0416687878771707, 0.263518900835962]",0.388,0.86554,0.8642559999999999,0.87256,1.0,0.1224,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.35|0,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740200.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9106731937591905, 2.650820730290494, 2.0213371576024923, 1.8304142889707666]",0.6182857142857142,0.86586,0.86532,0.8672000000000001,1.0,0.1336,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.35|1,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740201.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3028444838732305, 2.99845886336496, 2.391611259047397, 1.9646435306377257]",0.7114285714285715,0.81762,0.8157160000000001,0.8387,1.0,0.101,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.35|2,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740202.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.747543135314916, 0.09047570003965798, 0.5802018480150014, 2.7870311866117445]",1.6005714285714303,0.65492,0.6563019999999999,0.6648,1.0,0.0048,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.35|3,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740203.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5124034258453248, 6.061222049714762, 1.9584229219727958, 0.9143550455250686]",0.5851428571428571,0.83306,0.827574,0.8606200000000002,1.0,0.1452,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.35|4,restart,fixed,0.35,0.65,0.35,0.35,constant,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740204.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9184152284007845, 2.6465839493870047, 2.0326776447987305, 0.2595146443201806]",0.5994285714285715,0.86488,0.86531,0.87156,1.0,0.1402,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.5|0,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740300.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.923562742834003, 2.6430496827176486, 2.0378781820255383, 1.8412014547958337]",0.7416,0.8612,0.86269,0.8662799999999999,1.0,0.1291999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.5|1,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740301.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.2757745852701403, 2.9698118145946384, 2.4862312781017533, 1.8857959132535338]",0.8004,0.8082,0.808666,0.8297800000000001,1.0,0.0998,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.5|2,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740302.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7508624681476601, 0.0849381245582951, 0.53097053438061, 2.884419650386436]",2.0,0.66138,0.658344,0.6654,1.0,0.0078,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.5|3,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740303.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5117601306169547, 6.0494311048584155, 1.965300969481429, 0.914328507689036]",0.7100000000000002,0.8251799999999999,0.8235140000000001,0.85692,1.0,0.145,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.5|4,restart,fixed,0.5,0.5,0.5,0.5,constant,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740304.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.923512648170639, 2.640167164674407, 2.0345680630199103, 0.271817514797456]",0.7347999999999999,0.86004,0.863346,0.87012,1.0,0.1326,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.65|0,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740400.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.265965149081336, 2.6297860123478594, 2.211883008087372, 2.5995181185724707]",2.201538461538465,0.66978,0.6666719999999999,0.67174,1.0,0.013,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.65|1,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740401.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.3811241027621337, 3.015946037274487, 2.1553774194914386, 2.217561769719282]",0.8076923076923078,0.8373799999999999,0.8373379999999999,0.84544,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.65|2,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740402.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8320744513651712, 0.4661054287565639, 0.44973058761780216, 2.8654643137072355]",2.3181538461538445,0.67614,0.67226,0.67614,1.0,0.0032,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.65|3,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740403.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.5005235703299202, 6.056275023211149, 1.9469315192977008, 0.9108075082007574]",0.7889230769230772,0.8337199999999999,0.839556,0.85276,1.0,0.1372,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.65|4,restart,fixed,0.65,0.35,0.65,0.65,constant,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740404.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.918294663530029, 2.640456743360383, 2.0354947482600925, 0.27031581782777453]",0.7996923076923077,0.86094,0.8626099999999999,0.8687999999999999,1.0,0.1302,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.8|0,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740500.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[1.9976882317879603, 2.78728256772908, 1.114727811238812, 2.6332739059262793]",2.560749999999999,0.68008,0.6784260000000001,0.68264,1.0,0.0034,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.8|1,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740501.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.4098878517186769, 3.000132488925582, 2.0588741657754315, 2.323742425555857]",0.9625,0.8523399999999999,0.8506879999999999,0.85578,1.0,0.1238,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.8|2,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740502.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7487857189249087, 6.21147133349829, 0.6050306463710349, 2.9984802889656472]",2.75275,0.6689,0.6669959999999999,0.67018,1.0,0.0021999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.8|3,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740503.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.4543671277907043, 6.113163072059423, 1.9662802188161776, 0.8613093889512895]",0.96225,0.8514199999999998,0.853336,0.859,1.0,0.1282,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|0.8|4,restart,fixed,0.8,0.1999999999999999,0.8,0.8,constant,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740504.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.910695683277661, 2.6514002748094274, 1.999343466766036, 0.23394794342982883]",0.9122500000000002,0.8691600000000002,0.868904,0.87382,1.0,0.1204,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|1|0,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,1.0,0.0,20260726.0,740600.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9362620510585398, 2.683394236671724, 2.002894266879698, 3.3599269314284776]",1.2582,0.87418,0.866324,0.87442,1.0,0.112,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|1|1,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,1.0,1.0,20260727.0,740601.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.35861643548106176, 3.026122833577163, 1.9608328665859467, 2.3990161320114303]",1.3326000000000002,0.8667400000000001,0.86592,0.8692399999999999,1.0,0.1043999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|1|2,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,1.0,2.0,20260728.0,740602.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.7823095718058228, 0.043102506835874556, 0.4394034382022481, 3.1707654374611307]",3.3246,0.66754,0.6659939999999999,0.6702799999999999,1.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|1|3,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,1.0,3.0,20260729.0,740603.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.39034195798247734, 6.15620677242165, 1.904261007038233, 0.897119439756801]",1.343,0.8657,0.86656,0.8701399999999999,1.0,0.098,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|1|1|4,restart,fixed,1.0,0.0,1.0,1.0,constant,erdos_renyi,8.0,2.0,1.0,4.0,20260730.0,740604.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.9341551651806403, 2.703577032572862, 1.9855216472207928, 0.20812838444950782]",1.27,0.873,0.8732279999999999,0.87828,1.0,0.1101999999999999,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|2|0.1|0,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750000.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9343429786373347, 2.6487818903082427, 2.032634441961193, 1.8209161587021965]",0.0,0.77622,0.7782039999999999,0.7998,1.0,0.2536,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|2|0.1|1,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,2.0,1.0,20260727.0,750001.0,"[0.4756712476396966, 3.0965837239683074, 2.646028416497059, 1.5012931115137529]","[0.24641710443465692, 3.0502060971619156, 2.326525354628432, 2.000095922584654]",0.0,0.74354,0.7375579999999999,0.74656,1.0,0.1716,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|2|0.1|2,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,2.0,2.0,20260728.0,750002.0,"[1.9093349559311228, 0.014936831693126611, 0.4604455897891393, 2.9643566316254946]","[1.8724908385159222, 0.29980787437837464, 0.362667041515567, 2.6442222291014352]",1.0520000000000005,0.54436,0.544436,0.55076,1.0,0.0298,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|2|0.1|3,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,2.0,3.0,20260729.0,750003.0,"[0.09601236448568767, 0.01368452041539864, 2.124727888032644, 0.7164215210760676]","[0.34675402236133923, 6.166290225387336, 1.9418093562153167, 0.8270960968136299]",0.0,0.7555400000000001,0.755882,0.76764,1.0,0.1814,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|2|0.1|4,restart,fixed,0.1,0.9,0.1,0.1,constant,erdos_renyi,8.0,2.0,2.0,4.0,20260730.0,750004.0,"[3.0741951881358056, 2.9261393128026922, 2.13612737908406, 0.2423724789360562]","[2.937418743845964, 2.7163186766590517, 1.9962062909612228, 0.2132924430027794]",0.0,0.77634,0.771298,0.7886,1.0,0.2496,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
shots=5000|steps=100|sim=lightning.qubit|seed_pairing=common_v2|alpha_start=1|fixed|erdos_renyi|2|0.2|0,restart,fixed,0.2,0.8,0.2,0.2,constant,erdos_renyi,8.0,2.0,2.0,0.0,20260726.0,750100.0,"[2.226844302927403, 2.7300075029351913, 1.8397074133679914, 2.174662247612199]","[2.9411792789682654, 2.665143179460153, 2.0229125764922244, 1.8065085517948036]",0.0,0.7764599999999999,0.778322,0.7864800000000001,1.0,0.249,,,,,,,,,,,,,,,,,,,,,,,finite_shot_qaoa_maxcut_cvar,5000,100,5,"[0.1, 0.2, 0.35, 0.5, 0.65, 0.8, 1.0]",Polyak momentum gradient descent,True,True,True,20260726,10,0.18,0.35,6.0,0.7,2.5,lightning.qubit,,,,,,,,
